rank	Youtuber	Channel_contents	Primary_Language	subscribers	video views	category	Title	uploads	Country	Abbreviation	channel_type	video_views_rank	country_rank	channel_type_rank	video_views_for_the_last_30_days	lowest_monthly_earnings	highest_monthly_earnings	lowest_yearly_earnings	highest_yearly_earnings	subscribers_for_last_30_days	created_year	created_month	created_date	Gross tertiary education enrollment (%)	Population	Unemployment rate	Urban_population	Latitude	Longitude
96	PowerKids TV	Dedicated to animated superhero content, PowerKids TV offers a range of kid-friendly episodes and series.	Hindi	36500000	18961241905	Film & Animation	PowerKids TV	5621	India	IN	Film	139	1	6	318702000	79700	1300000	956100	15300000	0	2014	Aug	6	281	1366417754	536	471031528	20593684	7896288
97	YouTube	The official channel of the platform itself, featuring creator spotlights, YouTube Red series trailers, and event coverage.	English	36300000	3010784935	News & Politics	YouTube	744	United States	US	Entertainment	2860	32	5	21103000	5300	84400	63300	1000000	0	1970	Jan	1	882	328239523	147	270663028	3709024	-95712891
98	Ozuna	Puerto Rican reggaeton and Latin trap singer Ozuna channel is replete with catchy tunes and vibrant music videos.	Spanish	36200000	23355801606	Music	Ozuna	196	United States	US	Music	87	2	36	169242000	42300	677000	507700	8100000	0	2016	Mar	24	882	328239523	147	270663028	3709024	-95712891
99	MrBeast Gaming	An extension of MrBeast's main channel focusing on gaming content, challenges, and charitable acts within virtual worlds.	English	36100000	6331332547	Gaming	MrBeastGaming	5	United States	US	Comedy	4057305	0	4880	32	1	13	1	2	0	2011	Feb	26	882	328239523	147	270663028	3709024	-95712891
100	La Granja de Zen?	Spanish-language channel offering a mix of animated educational songs and stories for children.	Spanish	35700000	27118354077	Music	La Granja de Zen?	654	Argentina	AR	Music	58	2	37	302071000	75500	1200000	906200	14500000	0	2013	Jun	6	900	44938712	979	41339571	-38416097	-63616672
101	Saregama Music	An extensive archive of Indian music, from Bollywood hits and ghazals to music for all tastes.	Hindi	35500000	15657673422	Entertainment	Saregama Music	7566	India	IN	Music	199	27	38	533793000	133400	2100000	1600000	25600000	0	2013	Jan	4	281	1366417754	536	471031528	20593684	7896288
102	IndiaTV	A premier Hindi-language news channel providing the latest in national and international news.	Hindi	35500000	16105023749	News & Politics	IndiaTV	273255	India	IN	News	185	27	3	290847000	72700	1200000	872500	14000000	0	2006	Aug	26	281	1366417754	536	471031528	20593684	7896288
103	T-Series Bollywood Classics	The go-to destination for fans of old-school Bollywood music and classic Indian cinema songs.	Hindi	35400000	22637783517	Music	T-Series Bollywood Classics	2010	India	IN	Music	94	28	39	331474000	82900	1300000	994400	15900000	0	2012	Apr	2	281	1366417754	536	471031528	20593684	7896288
104	Total Gaming	Gaming channel featuring livestreams, gameplay, and commentary, primarily focused on the mobile gaming scene.	Hindi	35400000	5556364230	Gaming	totalgaming	1	India	IN	Autos	4056447	0	3902	53	1	21	16	3	0	2006	Jul	15	281	1366417754	536	471031528	20593684	7896288
105	Markiplier	Known for let's plays, comedy sketches, and vlogs, Markiplier's energetic style keeps viewers entertained.	English	35200000	20297931219	Gaming	Markiplier	5490	United States	US	Games	119	34	8	127329000	31800	509300	382000	6100000	0	2012	May	26	882	328239523	147	270663028	3709024	-95712891
106	Ryan's World	Join Ryan and his family for toy reviews, science experiments, and fun educational content.	English	35200000	55299840198	Entertainment	Ryan's World	2453	United States	US	Entertainment	15	35	32	238613000	59700	954500	715800	11500000	0	2015	Mar	17	882	328239523	147	270663028	3709024	-95712891
107	Genevieve's Playhouse - Learning Videos for Kids	Engaging educational content for kids featuring toys, playtime, and learning activities.	English	34900000	25607397308	Education	Genevieve's Playhouse - Learning Videos for ?	617	United States	US	Film	69	36	7	335307000	83800	1300000	1000000	16100000	0	2016	Jan	6	882	328239523	147	270663028	3709024	-95712891
108	T-Series Apna Punjab	A channel dedicated to Punjabi music and film content, from folk to pop and everything in between.	Punjabi	34600000	21306315429	Music	T- Series Apna Punjab	0	India	IN	News	4057944	0	4653		0	0	0	0	0	2020	Jul	9	281	1366417754	536	471031528	20593684	7896288
109	Techno Gamerz	Gaming content creator known for walkthroughs, guides, and gaming strategies, especially around PC games.	Hindi	34400000	9690499664	Gaming	TechnoGamerz	1	India	IN	Games	4057311	0	7489	86	2	34	26	4	0	2010	May	19	281	1366417754	536	471031528	20593684	7896288
110	Geet MP3	A music label channel known for launching new talents in the Punjabi music industry and featuring hit singles and albums.	Punjabi	34300000	12746535822	Music	Geet MP3	679	India	IN	Music	299	31	41	101357000	25300	405400	304100	4900000	0	2016	Oct	22	281	1366417754	536	471031528	20593684	7896288
111	J Balvin	The channel of J Balvin, a global reggaeton sensation, featuring his vibrant music videos and behind-the-scenes content.	Spanish	34100000	23005313609	Music	J Balvin	141	Colombia	CO	Music	89	2	42	128696000	32200	514800	386100	6200000	0	2011	Feb	18	553	50339443	971	40827302	4570868	-74297333
112	Jess No Limit	Offers a mix of gaming content, personal vlogs, and lifestyle videos, with a focus on mobile gaming.	Indonesian	34000000	3963007415	Entertainment	Jess No Limit	2284	Indonesia	ID	Entertainment	1882	1	33	547141000	136800	2200000	1600000	26300000	0	2017	Sep	7	363	270203917	469	151509724	-789275	113921327
113	Jingle Toons	Kids' content channel with a focus on animated stories, nursery rhymes, and educational material.	Hindi	34000000	11351015824	Film & Animation	Jingle Toons	240	India	IN	Film	360	32	8	179903000	45000	719600	539700	8600000	0	2013	Jan	24	281	1366417754	536	471031528	20593684	7896288
114	VEGETTA777	Delivers engaging storytelling within gameplay, offering a unique narrative approach to let's play content.	Spanish	33800000	15432929204	Gaming	VEGETTA777	7606	Spain	ES	Games	211	2	10	39094000	9800	156400	117300	1900000	0	2008	Mar	2	889	47076781	1396	37927409	40463667	-374922
115	Galinha Pintadinha	A channel for children featuring the Blue Chicken character, with songs and stories in animated form.	Portuguese	33800000	27274550757	Film & Animation	Galinha Pintadinha	66	Brazil	BR	Film	54	8	9	403508000	100900	1600000	1200000	19400000	0	2006	Aug	30	513	212559417	1208	183241641	-14235004	-5192528
116	SSSniperWolf	Combines reaction videos, gaming content, and vlogs, known for her engaging and charismatic style.	English	33700000	23492684419	Gaming	SSSniperWolf	3366	United States	US	Entertainment	83	37	35	210955000	52700	843800	632900	10100000	0	2013	Jan	20	882	328239523	147	270663028	3709024	-95712891
117	Desi Music Factory	A music label channel showcasing the latest in independent Indian pop music with a youthful twist.	Hindi	33700000	10189027455	Music	Desi music factory	2	India	IN	Music	4057699	0	5775		0	0	0	0	0	2018	Apr	10	281	1366417754	536	471031528	20593684	7896288
118	Selena Gomez	The official channel of Selena Gomez, featuring her music videos, performances, and exclusive content.	English	33600000	13013567335	Film & Animation	Selena Gomez	188	United States	US	Music	288	38	43	115792000	28900	463200	347400	5600000	0	2008	Feb	8	882	328239523	147	270663028	3709024	-95712891
119	Rajshri	One of the oldest Bollywood studios sharing their classic films, shows, and music videos.	Hindi	33500000	14864294792	Music	Rajshri	3741	India	IN	Entertainment	222	34	36	272255000	68100	1100000	816800	13100000	0	2006	Mar	24	281	1366417754	536	471031528	20593684	7896288
120	Ch3Thailand	Entertainment content from Thailand's Channel 3, including TV shows, drama series, and exclusive behind-the-scenes.	Thai	33500000	29611914495	Entertainment	Ch3Thailand	96214	Thailand	TH	Entertainment	41	3	37	61307000	0	0	0	0	0	2014	May	29	493	69625582	75	35294600	15870032	100992541
121	KHANDESHI MOVIES	Specializes in regional Khandeshi comedy videos and films, offering local flavor and humor.	Hindi	33500000	11405809704	Comedy	KHANDESHI MOVIES	217	India	IN	Comedy	357	35	4	24736000	6200	98900	74200	1200000	0	2013	Nov	11	281	1366417754	536	471031528	20593684	7896288
122	NoCopyrightSounds	Provides a platform for new artists to showcase their music, with a focus on electronic and dance genres.	English	33400000	10530729078	Music	NoCopyrightSounds	1331	United Kingdom	GB	Music	402	3	44	55654000	13900	222600	167000	2700000	0	2011	Aug	14	600	66834405	385	55908316	55378051	-3435973
123	CVS 3D Rhymes & Kids Songs	Features 3D animated nursery rhymes and stories that are both entertaining and educational for kids.	English	33400000	20269857567	Education	CVS 3D Rhymes & Kids Songs	338	India	IN	Education	120	35	9	136084000	34000	544300	408300	6500000	0	2008	Aug	26	281	1366417754	536	471031528	20593684	7896288
124	Ricis Official	Indonesian influencer sharing her daily life, beauty tips, and family content in a vlog format.	Indonesian	33300000	5994136760	People & Blogs	Ricis Official	2736	Indonesia	ID	Entertainment	1043	2	34	157101000	39300	628400	471300	7500000	0	2016	Jan	15	363	270203917	469	151509724	-789275	113921327
125	BabyBus - Kids Songs and Cartoons	Educational content for kids with a focus on safety, good habits, and fun learning songs.	English	32800000	26355088167	Education	BabyBus - Kids Songs and Cartoons	2122	United States	US	Education	64	39	10	127498000	31900	510000	382500	6100000	0	2016	Jul	15	882	328239523	147	270663028	3709024	-95712891
126	Eros Now Music	The music wing of Eros Now, bringing a vast collection of Bollywood soundtracks and music videos.	Hindi	32700000	17853798780	Entertainment	Mzaalo	1521	India	IN	Entertainment	8055	730	838	20263000	5100	81100	60800	972600	0	2012	Mar	14	281	1366417754	536	471031528	20593684	7896288
127	BETER B	Content focused on lifestyle, beauty, and personal vlogs, with a unique comedic style.	NA	32700000	19180039918	Games	BETER B?	2738	Turkey	TR	Games	137	1	11	1463000000	365900	5900000	4400000	70200000	0	2012	Dec	12	239	83429615	1349	63097818	38963745	35243322
128	DisneyMusicVEVO	Official VEVO channel for Disney music, featuring soundtracks from Disney movies and series.	English	32700000	28516250629	Music	DisneyMusicVEVO	2068	United States	US	Music	50	40	45	329861000	82500	1300000	989600	15800000	0	2010	May	20	882	328239523	147	270663028	3709024	-95712891
129	The Weeknd	The official channel for artist The Weeknd, containing his music videos, live performances, and interviews.	English	32600000	23379969006	Music	The Weeknd	169	Canada	CA	Music	85	3	45	373828000	93500	1500000	1100000	17900000	0	2011	Feb	25	689	36991981	556	30628482	56130366	-106346771
130	WowKidz	An entertainment hub for children offering a variety of animated shows and educational content.	Hindi	32200000	16613441479	Film & Animation	wowkidz	2	India	IN	Entertainment	4053139	0	6723	1	0	0	0	5	0	2006	Dec	16	281	1366417754	536	471031528	20593684	7896288
131	KAROL G	Official channel of the Colombian reggaeton and Latin trap singer, featuring her music and exclusive content.	Spanish	32100000	18699145555	Music	KAROL G	134	Colombia	CO	Music	140	3	46	465647000	116400	1900000	1400000	22400000	0	2013	Mar	14	553	50339443	971	40827302	4570868	-74297333
132	Mr Bean	The official channel for all things Mr Bean, featuring full episodes, clips, and more from the classic comedy series.	English	32100000	10602236110	Shows	Mr Bean	3091	United Kingdom	GB	Comedy	400	4	5	56534000	14100	226100	169600	2700000	0	2006	Jan	4	600	66834405	385	55908316	55378051	-3435973
133	rezendeevil	Brazilian YouTuber with a focus on gaming, challenges, and vlogs, capturing his adventurous spirit.	Portuguese	32100000	13061739758	Gaming	rezendeevil	11882	Brazil	BR	Entertainment	287	9	40	44505000	11100	178000	133500	2100000	0	2012	Feb	12	513	212559417	1208	183241641	-14235004	-5192528
134	StarPlus	Popular Indian entertainment channel known for its drama series, reality shows, and a variety of programming.	Hindi	32000000	26800674545	Entertainment	StarPlus	44892	India	IN	Entertainment	60	38	40	1667000000	416800	6700000	5000000	80000000	0	2006	May	19	281	1366417754	536	471031528	20593684	7896288
135	SMTOWN	The official channel for SM Entertainment, showcasing K-pop artists and their music videos, concert footage, and behind-the-scenes.	Korean	31900000	27330239663	Music	SMTOWN	4158	South Korea	KR	Music	53		47	233402000	58400	933600	700200	11200000	0	2006	Mar	18	943	51709098	415	42106719	35907757	127766922
136	GMA  Network	One of the Philippines' leading entertainment networks, offering shows, news, and other entertaining content.	Filipino	31900000	19428308461	Entertainment	GMA  Network	93311	Philippines	PH	Entertainment	129	2	41	798510000	199600	3200000	2400000	38300000	0	2006	Nov	20	355	108116615	215	50975903	12879721	121774017
137	GENIAL	Offers a variety of trivia, life hacks, and educational videos designed to entertain and inform.	Spanish	31800000	6762424690	Howto & Style	GENIAL	6734	Mexico	MX	Howto	884	4	4	31455000	7900	125800	94400	1500000	0	2017	Jun	1	402	126014024	342	102626859	23634501	-102552784
138	MR. INDIAN HACKER	Science experiments, life hacks, and entertaining educational content that sparks curiosity.	Hindi	31700000	5711208484	Science & Technology	MR. INDIAN HACKER	929	India	IN	Tech	1132	40	1	109125000	27300	436500	327400	5200000	0	2012	Jun	21	281	1366417754	536	471031528	20593684	7896288
139	Worldwide Records Bhojpuri	A premier channel for Bhojpuri music and films, showcasing the vibrancy of Bhojpuri media.	Bhojpuri	31700000	16476978876	Music	Worldwide Records Bhojpuri	6518	India	IN	Music	177	39	48	112648000	28200	450600	337900	5400000	0	2012	Mar	15	281	1366417754	536	471031528	20593684	7896288
140	DONA	Focused on beauty, fashion, and lifestyle, with content that ranges from tutorials to personal stories.	NA	31700000	21031745531	Entertainment	DONA	166	United States	US	Entertainment	110	41	42	153280000	38300	613100	459800	7400000	0	2018	Apr	5	882	328239523	147	270663028	3709024	-95712891
141	Dream	Known for Minecraft content, especially speedruns and challenge videos that engage a large gaming community.	English	31700000	2930015381	Gaming	Dream	116	United States	US	Games	2986	41	12	27022000	6800	108100	81100	1300000	0	2014	Feb	8	882	328239523	147	270663028	3709024	-95712891
142	Lucas and Marcus	Twin brothers known for their gymnastics, pranks, and challenges, often involving their entire family.	English	31600000	11615848291	Entertainment	Lucas and Marcus	1321	United States	US	Entertainment	339	42	43	312099000	78000	1200000	936300	15000000	0	2011	Jan	19	882	328239523	147	270663028	3709024	-95712891
143	JustinBieberVEVO	The VEVO channel for Justin Bieber, featuring all his latest music videos and live performance content.	English	31600000	26583873105	Music	JustinBieberVEVO	204	United States	US	Music	63	42	49	105126000	26300	420500	315400	5000000	0	2009	Sep	26	882	328239523	147	270663028	3709024	-95712891
144	Luis Fonsi	"Channel for the Puerto Rican singer, featuring music videos including the global hit ""Despacito""."	Spanish	31400000	15176762479	Entertainment	luisfonsi	0	United States	US		4057944	0			0	0	0	0	0	2006	Mar	31	882	328239523	147	270663028	3709024	-95712891
